viewer_id,login_date,device_type,session_score,login_channel
97,2024-03-24,Smart TV,37.5,Mobile OTP
97,2025-04-17,Web,51.7,Apple
97,2023-10-25,Web,23.6,Google
98,2024-04-11,Smart TV,51.8,Mobile OTP
98,2024-02-05,Web,27.0,Apple
98,2024-11-19,Mobile,69.4,Facebook
98,2023-12-15,Mobile,29.1,Mobile OTP
98,2024-10-18,Smart TV,47.6,Apple
98,2024-11-22,Gaming Console,60.6,Mobile OTP
98,2023-06-27,Tablet,89.9,Mobile OTP
98,2024-06-09,Tablet,59.5,Mobile OTP
98,2023-10-02,Tablet,76.2,Google
98,2023-12-09,Smart TV,99.4,Facebook
98,2024-11-05,Mobile,30.5,Email
98,2023-07-03,Smart TV,42.0,Email
98,2024-11-16,Gaming Console,51.6,Apple
98,2025-02-13,Smart TV,53.7,Google
98,2025-06-18,Mobile,52.9,Apple
98,2024-04-30,Web,92.6,Email
98,2023-10-01,Mobile,77.1,Google
98,2023-08-17,Tablet,68.6,Facebook
98,2024-04-02,Gaming Console,44.7,Email
98,2024-12-12,Mobile,85.9,Google
99,2023-09-09,Smart TV,96.3,Email
99,2024-02-11,Web,77.7,Mobile OTP
99,2025-04-01,Gaming Console,89.0,Facebook
99,2023-10-05,Gaming Console,20.2,Email
99,2025-01-12,Tablet,77.4,Apple
99,2024-12-28,Web,86.4,Mobile OTP
99,2023-10-02,Web,23.2,Apple
99,2025-06-21,Mobile,89.7,Mobile OTP
99,2023-10-09,Smart TV,40.5,Apple
99,2024-07-18,Mobile,73.2,Apple
99,2023-07-03,Mobile,84.0,Google
99,2024-10-14,Gaming Console,73.0,Facebook
99,2024-05-13,Mobile,27.4,Google
99,2024-12-06,Web,67.7,Google
99,2024-09-28,Tablet,64.0,Email
99,2023-10-15,Gaming Console,92.0,Facebook
99,2024-04-22,Smart TV,52.3,Facebook
99,2024-11-09,Smart TV,45.7,Google
100,2025-03-16,Smart TV,95.3,Google
100,2023-08-29,Smart TV,73.5,Mobile OTP
100,2023-09-08,Tablet,74.3,Mobile OTP
100,2024-12-28,Smart TV,49.0,Facebook
100,2024-08-30,Web,67.5,Mobile OTP
100,2024-04-02,Mobile,20.8,Apple
100,2025-05-31,Smart TV,70.9,Email
100,2024-02-11,Tablet,93.1,Google
100,2023-10-07,Gaming Console,69.0,Email
100,2024-01-15,Gaming Console,89.9,Facebook
100,2023-08-27,Mobile,77.9,Mobile OTP
100,2024-08-04,Smart TV,29.6,Facebook
100,2024-09-07,Gaming Console,92.2,Google
100,2024-09-13,Web,25.3,Google
100,2025-01-16,Smart TV,62.7,Mobile OTP
100,2024-11-12,Mobile,31.4,Facebook
100,2025-03-07,Mobile,20.9,Email
100,2024-10-20,Gaming Console,53.8,Apple
100,2024-02-02,Web,43.6,Mobile OTP
100,2024-07-09,Web,58.9,Apple
101,2024-07-03,Smart TV,29.8,Facebook
101,2024-12-24,Tablet,64.7,Apple
101,2024-01-29,Tablet,47.5,Email
101,2023-08-05,Mobile,78.3,Google
101,2025-04-13,Smart TV,72.2,Google
101,2025-05-24,Smart TV,87.6,Facebook
101,2024-06-22,Tablet,75.4,Apple
101,2023-09-17,Smart TV,54.4,Facebook
101,2024-06-26,Smart TV,73.8,Google
101,2024-09-03,Web,42.0,Apple
101,2024-07-17,Tablet,44.5,Email
101,2025-06-10,Web,83.1,Mobile OTP
101,2025-06-17,Smart TV,55.7,Google
101,2025-05-09,Mobile,83.9,Google
101,2023-10-01,Web,85.8,Email
101,2025-03-17,Web,88.6,Mobile OTP
102,2024-08-15,Smart TV,54.5,Google
102,2024-03-20,Smart TV,45.5,Google
102,2024-11-07,Mobile,66.6,Apple
102,2025-01-04,Web,49.7,Email
102,2025-05-24,Tablet,68.1,Facebook
102,2025-01-10,Web,76.4,Google
102,2023-07-09,Web,75.1,Email
102,2023-08-15,Mobile,50.0,Google
102,2024-01-04,Tablet,33.3,Mobile OTP
102,2023-07-26,Tablet,54.4,Email
102,2023-08-10,Tablet,31.4,Mobile OTP
102,2025-01-23,Tablet,91.2,Apple
102,2024-07-01,Smart TV,47.7,Apple
102,2024-09-28,Smart TV,32.4,Apple
102,2024-06-27,Smart TV,22.0,Mobile OTP
102,2024-04-25,Gaming Console,71.7,Mobile OTP
102,2024-11-21,Gaming Console,71.0,Mobile OTP
102,2023-08-26,Mobile,47.2,Facebook
102,2024-07-23,Tablet,25.7,Email
102,2024-09-19,Gaming Console,52.8,Google
103,2024-01-15,Mobile,28.1,Mobile OTP
103,2024-02-08,Tablet,87.8,Google
103,2024-07-04,Tablet,62.5,Mobile OTP
103,2023-11-22,Smart TV,87.3,Google
103,2025-02-06,Web,66.4,Email
103,2024-07-23,Smart TV,64.8,Facebook
103,2024-04-07,Gaming Console,28.4,Facebook
103,2024-10-02,Mobile,33.4,Email
103,2025-02-26,Gaming Console,97.8,Facebook
103,2024-11-05,Gaming Console,38.3,Google
103,2023-08-14,Tablet,98.2,Apple
103,2024-11-18,Tablet,62.6,Email
104,2024-12-11,Tablet,27.9,Apple
104,2025-03-06,Gaming Console,36.7,Facebook
104,2023-08-08,Smart TV,94.1,Google
104,2023-08-29,Mobile,53.1,Facebook
104,2024-05-09,Tablet,51.6,Mobile OTP
104,2024-05-23,Mobile,45.1,Google
104,2024-09-14,Tablet,31.8,Email
104,2024-02-08,Mobile,59.0,Email
104,2024-12-20,Web,30.4,Google
104,2024-12-19,Gaming Console,86.8,Apple
104,2023-09-22,Gaming Console,49.6,Mobile OTP
104,2024-11-25,Tablet,50.0,Apple
104,2024-11-20,Smart TV,57.9,Mobile OTP
104,2023-10-24,Tablet,55.5,Facebook
104,2025-05-23,Tablet,99.6,Google
105,2024-07-13,Tablet,98.7,Mobile OTP
105,2025-01-19,Web,43.1,Google
105,2024-12-04,Tablet,96.9,Google
105,2023-10-27,Smart TV,51.2,Mobile OTP
105,2023-09-27,Tablet,50.8,Google
105,2025-01-18,Gaming Console,47.2,Facebook
105,2024-01-09,Smart TV,63.3,Google
105,2025-04-04,Gaming Console,32.3,Facebook
105,2025-01-10,Web,64.3,Facebook
105,2023-07-18,Gaming Console,63.3,Apple
105,2025-02-05,Tablet,81.0,Email
105,2024-01-11,Web,86.7,Google
105,2023-08-12,Mobile,55.2,Mobile OTP
105,2024-11-28,Web,44.2,Facebook
105,2024-08-21,Gaming Console,40.7,Facebook
105,2023-08-22,Tablet,35.6,Email
105,2024-05-24,Tablet,24.6,Google
105,2024-03-16,Smart TV,47.4,Apple
105,2024-06-26,Smart TV,41.6,Email
105,2024-08-14,Web,97.3,Email
106,2024-03-21,Gaming Console,63.6,Facebook
106,2023-12-30,Web,33.2,Google
106,2023-09-10,Smart TV,66.6,Apple
106,2024-08-19,Tablet,100.0,Apple
106,2024-12-06,Tablet,32.0,Google
106,2023-12-10,Web,85.3,Facebook
106,2024-07-02,Mobile,36.6,Apple
106,2023-07-29,Smart TV,82.6,Mobile OTP
106,2025-03-18,Mobile,78.8,Mobile OTP
106,2023-12-22,Mobile,44.0,Email
106,2024-06-05,Smart TV,46.1,Mobile OTP
106,2024-04-01,Smart TV,83.4,Facebook
106,2023-10-14,Smart TV,56.9,Mobile OTP
106,2025-05-07,Tablet,78.5,Facebook
106,2025-03-14,Gaming Console,31.8,Apple
106,2024-08-04,Tablet,88.2,Google
106,2025-04-25,Gaming Console,76.9,Google
106,2024-12-19,Gaming Console,92.6,Mobile OTP
107,2024-04-28,Gaming Console,67.9,Mobile OTP
107,2024-02-17,Gaming Console,48.3,Apple
107,2024-04-26,Gaming Console,56.7,Apple
107,2024-12-04,Mobile,23.0,Google
107,2024-01-11,Tablet,79.7,Facebook
107,2023-08-22,Gaming Console,63.9,Email
107,2024-03-25,Gaming Console,24.6,Mobile OTP
107,2024-06-27,Tablet,74.5,Facebook
107,2025-04-16,Mobile,57.3,Email
107,2023-11-05,Tablet,22.8,Email
107,2025-02-03,Web,97.6,Mobile OTP
107,2025-06-13,Mobile,95.9,Apple
107,2025-05-24,Tablet,61.0,Facebook
107,2023-08-16,Gaming Console,27.5,Email
107,2024-05-31,Gaming Console,80.4,Email
107,2024-01-19,Gaming Console,59.4,Apple
108,2025-03-05,Mobile,50.0,Apple
108,2024-02-21,Gaming Console,42.9,Email
108,2024-08-04,Web,36.3,Apple
108,2023-07-02,Mobile,80.9,Facebook
108,2023-11-20,Gaming Console,50.9,Email
108,2024-08-12,Smart TV,60.9,Email
108,2024-02-04,Gaming Console,59.4,Mobile OTP
108,2024-09-24,Gaming Console,66.2,Facebook
108,2024-05-31,Tablet,89.2,Facebook
108,2024-09-01,Web,98.5,Mobile OTP
108,2024-06-21,Smart TV,52.6,Facebook
108,2025-01-11,Smart TV,86.2,Google
108,2023-11-16,Tablet,81.2,Apple
108,2025-04-15,Smart TV,65.9,Google
108,2025-01-02,Mobile,96.5,Email
108,2023-12-23,Mobile,36.0,Email
108,2023-07-01,Web,28.7,Apple
108,2024-04-21,Smart TV,88.3,Email
109,2023-12-14,Mobile,71.2,Facebook
109,2024-03-06,Smart TV,43.9,Email
109,2025-03-01,Tablet,39.2,Google
109,2025-03-29,Gaming Console,45.0,Facebook
109,2025-05-22,Mobile,40.5,Facebook
109,2023-06-28,Tablet,22.5,Apple
109,2024-10-19,Gaming Console,97.7,Email
109,2025-03-08,Smart TV,37.7,Mobile OTP
109,2024-12-09,Tablet,78.7,Mobile OTP
109,2023-09-10,Web,81.0,Facebook
109,2024-07-18,Smart TV,94.3,Google
109,2023-12-18,Web,22.4,Apple
110,2024-06-20,Gaming Console,75.4,Mobile OTP
110,2023-08-09,Mobile,30.8,Email
110,2025-06-24,Gaming Console,44.0,Facebook
110,2024-11-28,Gaming Console,48.7,Apple
110,2023-09-03,Mobile,84.4,Email
110,2025-04-30,Tablet,42.3,Apple
110,2025-04-12,Smart TV,36.9,Apple
110,2024-07-10,Mobile,96.6,Facebook
110,2024-11-20,Smart TV,20.7,Mobile OTP
110,2024-03-25,Smart TV,99.8,Mobile OTP
110,2025-06-08,Web,74.1,Facebook
110,2023-08-28,Web,86.3,Apple
110,2023-09-04,Mobile,43.6,Facebook
110,2023-10-02,Web,21.1,Google
111,2025-02-15,Web,47.3,Mobile OTP
111,2023-08-20,Mobile,70.6,Google
111,2024-08-15,Mobile,25.5,Email
111,2024-05-09,Gaming Console,20.5,Google
111,2025-05-31,Gaming Console,95.0,Email
111,2023-12-17,Tablet,85.8,Facebook
111,2024-01-03,Gaming Console,84.7,Email
111,2024-02-12,Smart TV,90.8,Email
111,2025-02-01,Gaming Console,76.0,Apple
111,2024-11-20,Mobile,28.4,Facebook
111,2024-12-15,Smart TV,51.9,Facebook
111,2024-02-14,Mobile,77.9,Mobile OTP
112,2024-01-11,Gaming Console,52.6,Facebook
112,2023-08-20,Tablet,25.3,Google
112,2023-11-22,Web,47.9,Apple
112,2025-01-17,Mobile,28.9,Email
112,2024-08-27,Web,84.7,Email
112,2023-10-18,Web,95.8,Apple
112,2023-10-25,Gaming Console,25.8,Facebook
112,2024-06-01,Tablet,96.4,Facebook
112,2024-04-19,Smart TV,61.8,Google
112,2024-07-22,Web,44.0,Mobile OTP
112,2025-06-01,Mobile,26.1,Facebook
112,2023-11-25,Gaming Console,60.0,Apple
112,2024-02-07,Smart TV,83.6,Email
112,2024-01-06,Tablet,76.6,Google
112,2023-09-22,Tablet,24.0,Email
113,2023-10-20,Gaming Console,76.8,Email
113,2024-11-09,Smart TV,73.3,Facebook
113,2025-02-20,Web,36.9,Facebook
113,2024-11-17,Gaming Console,89.1,Mobile OTP
113,2023-07-26,Tablet,52.1,Google
113,2025-02-27,Web,43.4,Apple
113,2024-02-21,Web,32.2,Facebook
113,2023-09-01,Smart TV,41.3,Google
113,2023-12-25,Mobile,21.8,Facebook
113,2024-03-13,Gaming Console,66.7,Google
113,2024-07-06,Smart TV,87.4,Apple
113,2024-11-03,Mobile,63.9,Mobile OTP
113,2024-01-03,Smart TV,37.5,Apple
114,2025-06-20,Gaming Console,37.2,Mobile OTP
114,2023-07-19,Smart TV,53.3,Apple
114,2024-04-17,Smart TV,80.8,Mobile OTP
114,2024-05-22,Web,35.0,Google
114,2024-12-24,Smart TV,77.6,Google
114,2023-12-26,Smart TV,89.4,Apple
114,2024-05-29,Web,56.3,Facebook
114,2025-02-03,Smart TV,85.7,Facebook
114,2023-10-07,Mobile,64.4,Email
114,2023-07-05,Tablet,71.0,Mobile OTP
114,2025-02-23,Tablet,62.1,Mobile OTP
114,2025-06-14,Tablet,57.1,Email
114,2023-09-30,Smart TV,38.8,Mobile OTP
114,2025-02-18,Smart TV,44.3,Facebook
114,2024-03-25,Smart TV,43.2,Facebook
114,2024-09-29,Smart TV,65.1,Facebook
115,2024-10-10,Smart TV,31.4,Google
115,2024-08-25,Web,82.0,Facebook
115,2024-01-02,Smart TV,41.7,Email
115,2025-02-10,Web,59.7,Facebook
115,2023-07-12,Smart TV,42.7,Email
115,2023-08-13,Tablet,30.7,Mobile OTP
115,2025-04-16,Tablet,70.4,Google
115,2024-05-16,Tablet,24.3,Apple
115,2023-09-29,Gaming Console,79.9,Apple
115,2025-04-18,Mobile,45.4,Mobile OTP
115,2025-02-22,Gaming Console,20.0,Email
115,2024-02-24,Mobile,60.9,Email
115,2023-07-28,Web,23.7,Google
115,2024-05-28,Gaming Console,42.1,Facebook
115,2023-10-27,Mobile,76.6,Google
116,2024-08-19,Smart TV,66.7,Google
116,2025-02-16,Gaming Console,57.4,Facebook
116,2024-04-10,Tablet,47.2,Facebook
116,2023-07-18,Gaming Console,95.2,Google
116,2024-11-07,Web,26.6,Apple
116,2023-10-31,Web,94.5,Apple
116,2023-11-30,Tablet,86.1,Facebook
116,2023-11-10,Mobile,30.4,Apple
116,2024-01-17,Mobile,65.2,Apple
116,2025-04-02,Gaming Console,89.3,Email
116,2023-07-22,Mobile,65.7,Google
116,2024-09-21,Mobile,92.6,Facebook
116,2023-12-23,Smart TV,95.4,Facebook
116,2024-01-28,Tablet,53.8,Facebook
116,2024-04-23,Smart TV,50.2,Email
116,2024-08-02,Smart TV,94.9,Email
116,2023-08-10,Smart TV,74.0,Apple
116,2024-01-17,Gaming Console,29.3,Mobile OTP
117,2023-10-05,Web,59.5,Email
117,2023-11-19,Mobile,51.0,Apple
117,2025-04-03,Smart TV,70.6,Email
117,2024-07-15,Gaming Console,76.3,Google
117,2024-09-30,Mobile,20.3,Email
117,2025-02-02,Tablet,33.4,Mobile OTP
117,2025-01-28,Web,77.0,Facebook
117,2025-06-19,Web,73.3,Facebook
117,2025-01-18,Mobile,97.3,Facebook
117,2024-03-15,Gaming Console,80.9,Email
117,2024-07-29,Web,96.1,Mobile OTP
117,2024-06-15,Mobile,76.2,Google
117,2025-04-24,Web,43.8,Apple
117,2024-06-28,Mobile,28.4,Mobile OTP
117,2024-04-05,Web,82.5,Email
117,2023-11-05,Mobile,71.5,Email
117,2024-02-15,Tablet,23.9,Mobile OTP
117,2023-12-04,Tablet,48.8,Email
118,2025-04-11,Web,60.0,Mobile OTP
118,2025-01-16,Gaming Console,54.6,Google
118,2023-08-08,Mobile,56.6,Facebook
118,2025-06-20,Smart TV,36.7,Email
118,2024-07-18,Mobile,49.5,Facebook
118,2025-01-07,Mobile,49.6,Email
118,2025-06-26,Smart TV,24.2,Google
118,2025-06-07,Smart TV,81.4,Facebook
118,2023-09-08,Smart TV,53.3,Facebook
118,2024-10-19,Gaming Console,85.8,Mobile OTP
118,2024-01-07,Gaming Console,88.0,Apple
118,2025-02-12,Smart TV,37.0,Facebook
118,2025-04-27,Web,72.6,Facebook
118,2023-08-06,Gaming Console,57.8,Mobile OTP
118,2025-06-24,Mobile,90.4,Email
118,2023-12-04,Tablet,37.3,Apple
118,2025-03-06,Gaming Console,74.2,Email
118,2025-01-29,Mobile,68.6,Mobile OTP
119,2024-03-12,Gaming Console,51.6,Facebook
119,2025-03-01,Smart TV,94.5,Mobile OTP
119,2025-03-05,Web,30.1,Facebook
119,2023-11-02,Smart TV,79.0,Apple
119,2024-09-02,Gaming Console,98.0,Apple
119,2025-02-05,Gaming Console,24.2,Apple
119,2024-11-17,Tablet,74.6,Apple
119,2025-04-25,Mobile,57.5,Facebook
119,2023-07-17,Gaming Console,66.3,Apple
119,2024-11-20,Tablet,26.8,Email
119,2025-05-19,Smart TV,23.4,Apple
119,2024-08-11,Tablet,73.3,Apple
119,2024-08-11,Smart TV,85.9,Email
120,2023-11-11,Web,61.3,Apple
120,2025-06-18,Smart TV,41.4,Apple
120,2025-04-01,Gaming Console,86.8,Email
120,2024-06-20,Tablet,21.2,Mobile OTP
120,2024-02-07,Tablet,50.3,Google
120,2024-06-19,Smart TV,47.0,Email
120,2023-08-31,Smart TV,21.5,Facebook
120,2023-12-14,Web,29.9,Email
120,2023-12-03,Gaming Console,53.1,Facebook
120,2024-07-15,Gaming Console,59.4,Apple
120,2023-06-27,Tablet,52.3,Mobile OTP
120,2025-04-27,Web,62.5,Facebook
120,2023-11-21,Smart TV,67.6,Facebook
120,2023-09-30,Web,20.8,Mobile OTP
120,2024-12-02,Mobile,57.1,Facebook
120,2025-04-28,Tablet,97.1,Email
120,2025-03-05,Web,61.5,Mobile OTP
121,2024-02-18,Tablet,81.0,Facebook
121,2023-07-13,Smart TV,56.4,Facebook
121,2024-08-28,Mobile,41.4,Mobile OTP
121,2025-04-27,Mobile,37.6,Apple
121,2025-01-13,Smart TV,30.5,Facebook
121,2025-03-06,Web,88.6,Apple
121,2025-03-17,Mobile,66.0,Apple
121,2025-05-29,Mobile,26.1,Email
121,2024-03-26,Gaming Console,50.6,Google
121,2025-05-15,Mobile,49.4,Mobile OTP
121,2024-04-11,Web,34.5,Google
121,2023-09-08,Tablet,54.8,Mobile OTP
121,2024-02-02,Tablet,46.6,Apple
121,2023-10-04,Gaming Console,47.3,Apple
121,2023-10-20,Tablet,79.1,Google
121,2025-05-20,Mobile,37.9,Google
121,2025-01-25,Mobile,71.3,Facebook
122,2025-05-29,Gaming Console,71.7,Apple
122,2024-10-13,Mobile,97.9,Facebook
122,2023-11-01,Smart TV,87.8,Facebook
122,2025-06-04,Mobile,21.9,Google
122,2024-11-14,Mobile,91.9,Email
122,2025-05-05,Mobile,82.7,Facebook
122,2025-01-22,Tablet,82.4,Facebook
122,2023-12-07,Gaming Console,56.6,Google
122,2024-08-30,Web,51.8,Google
122,2023-11-02,Mobile,44.2,Mobile OTP
122,2024-02-06,Gaming Console,25.3,Mobile OTP
122,2024-11-11,Tablet,38.3,Apple
122,2023-09-28,Mobile,39.7,Mobile OTP
122,2024-12-10,Gaming Console,58.7,Apple
122,2025-05-20,Gaming Console,79.8,Apple
122,2025-05-20,Gaming Console,57.9,Facebook
123,2024-04-08,Web,96.6,Apple
123,2025-06-22,Web,95.4,Mobile OTP
123,2025-06-01,Gaming Console,82.8,Facebook
123,2023-07-20,Smart TV,99.3,Apple
123,2024-09-09,Tablet,63.6,Mobile OTP
123,2025-04-30,Mobile,97.0,Google
123,2025-06-03,Smart TV,26.0,Apple
123,2023-12-05,Gaming Console,49.3,Facebook
123,2024-08-13,Tablet,38.0,Apple
123,2025-05-11,Gaming Console,35.7,Google
123,2023-10-07,Mobile,31.3,Mobile OTP
123,2024-12-22,Gaming Console,69.8,Facebook
123,2023-12-17,Smart TV,82.5,Facebook
123,2025-06-14,Gaming Console,66.3,Google
123,2023-10-27,Smart TV,31.8,Mobile OTP
124,2025-04-04,Mobile,62.2,Facebook
124,2023-08-30,Gaming Console,92.5,Google
124,2024-11-26,Tablet,33.1,Facebook
124,2024-10-06,Tablet,71.4,Email
124,2025-04-05,Smart TV,84.8,Facebook
124,2024-05-18,Tablet,95.8,Apple
124,2024-01-06,Tablet,47.0,Mobile OTP
124,2023-12-26,Web,78.0,Facebook
124,2023-08-15,Gaming Console,63.1,Google
124,2023-12-31,Tablet,24.9,Apple
124,2023-09-13,Web,75.2,Mobile OTP
124,2023-06-27,Mobile,75.2,Google
124,2024-04-04,Web,94.4,Facebook
124,2024-12-13,Gaming Console,59.8,Mobile OTP
124,2025-06-04,Web,38.4,Apple
124,2025-04-03,Smart TV,23.6,Google
125,2024-06-21,Gaming Console,96.6,Facebook
125,2024-03-29,Smart TV,62.4,Facebook
125,2024-07-30,Smart TV,39.4,Mobile OTP
125,2023-09-09,Mobile,60.0,Email
125,2024-06-11,Tablet,74.4,Email
125,2025-03-19,Smart TV,26.1,Apple
125,2024-10-14,Tablet,42.0,Facebook
125,2024-11-10,Web,84.6,Email
125,2023-10-23,Gaming Console,56.8,Mobile OTP
125,2023-08-19,Gaming Console,63.7,Email
125,2025-03-06,Gaming Console,54.6,Email
125,2024-01-28,Tablet,23.5,Apple
126,2024-02-14,Tablet,55.6,Facebook
126,2025-05-22,Gaming Console,36.7,Mobile OTP
126,2023-08-20,Mobile,24.0,Email
126,2023-10-29,Gaming Console,87.5,Facebook
126,2024-03-27,Tablet,98.5,Email
126,2024-12-13,Web,83.5,Facebook
126,2024-07-30,Web,88.3,Mobile OTP
126,2025-04-13,Mobile,39.4,Google
126,2023-09-03,Mobile,96.9,Mobile OTP
126,2024-09-03,Mobile,35.8,Google
126,2024-09-17,Mobile,96.1,Facebook
126,2024-06-13,Tablet,99.6,Email
126,2023-07-19,Gaming Console,76.9,Facebook
126,2025-05-15,Smart TV,98.5,Apple
126,2023-10-25,Tablet,65.6,Google
126,2025-04-07,Smart TV,40.8,Apple
126,2023-10-19,Tablet,55.0,Facebook
127,2023-09-09,Tablet,34.1,Google
127,2023-11-24,Smart TV,37.1,Email
127,2023-11-12,Mobile,21.0,Email
127,2024-11-17,Smart TV,21.1,Facebook
127,2024-12-05,Smart TV,86.4,Mobile OTP
127,2024-12-11,Tablet,78.6,Facebook
127,2024-01-06,Gaming Console,48.4,Email
127,2024-01-18,Gaming Console,75.9,Google
127,2023-12-17,Mobile,51.6,Mobile OTP
127,2023-08-02,Tablet,96.2,Google
127,2024-08-17,Mobile,97.4,Facebook
127,2025-03-01,Web,51.4,Apple
127,2023-10-17,Smart TV,88.3,Facebook
127,2024-03-16,Gaming Console,81.8,Facebook
128,2024-05-04,Mobile,39.8,Facebook
128,2024-01-28,Mobile,71.2,Google
128,2024-10-22,Web,73.3,Apple
128,2024-09-07,Smart TV,33.0,Apple
128,2023-11-19,Smart TV,65.2,Email
128,2023-07-15,Tablet,81.7,Email
128,2023-10-29,Tablet,59.9,Mobile OTP
128,2024-01-26,Gaming Console,21.0,Apple
128,2023-08-25,Gaming Console,20.7,Google
128,2025-03-04,Smart TV,48.6,Google
128,2024-02-07,Gaming Console,94.1,Email
128,2024-04-12,Gaming Console,38.3,Facebook
128,2024-06-18,Web,70.7,Email
128,2024-10-22,Web,37.8,Apple
128,2023-09-01,Gaming Console,45.7,Apple
129,2024-07-28,Tablet,61.2,Mobile OTP
129,2023-11-09,Gaming Console,84.7,Google
129,2025-04-04,Web,40.3,Apple
129,2024-03-23,Tablet,39.7,Facebook
129,2024-05-17,Smart TV,52.2,Facebook
129,2024-01-05,Smart TV,91.6,Facebook
129,2024-05-31,Web,20.0,Email
129,2023-12-09,Smart TV,92.1,Facebook
129,2024-01-09,Web,32.3,Facebook
129,2023-08-11,Gaming Console,99.2,Email
129,2024-12-27,Tablet,96.4,Mobile OTP
129,2024-10-26,Gaming Console,59.6,Mobile OTP
129,2023-08-28,Mobile,61.0,Email
130,2024-03-04,Tablet,49.7,Mobile OTP
130,2024-07-26,Gaming Console,51.4,Google
130,2025-06-05,Tablet,80.3,Google
130,2024-08-31,Web,93.5,Google
130,2024-08-04,Tablet,96.1,Apple
130,2025-03-02,Mobile,66.2,Email
130,2025-02-14,Tablet,48.6,Email
130,2024-04-28,Gaming Console,83.0,Facebook
130,2024-07-22,Smart TV,40.1,Email
130,2025-03-21,Mobile,65.1,Email
130,2024-06-08,Smart TV,48.7,Mobile OTP
130,2025-04-01,Web,72.5,Google
130,2024-06-09,Gaming Console,39.2,Apple
130,2023-08-23,Tablet,35.3,Email
130,2025-04-16,Web,93.5,Apple
130,2024-11-30,Gaming Console,28.1,Email
130,2024-06-28,Mobile,60.5,Apple
130,2025-04-15,Tablet,37.7,Apple
131,2025-02-01,Mobile,38.3,Apple
131,2024-11-03,Web,96.5,Apple
131,2024-09-22,Mobile,31.9,Apple
131,2023-09-22,Mobile,74.4,Facebook
131,2024-12-31,Web,38.0,Apple
131,2023-10-31,Smart TV,54.5,Google
131,2025-06-15,Smart TV,77.5,Mobile OTP
131,2025-06-06,Gaming Console,65.1,Google
131,2025-02-06,Gaming Console,54.2,Google
131,2023-09-27,Tablet,46.1,Email
131,2024-05-01,Gaming Console,87.2,Email
131,2025-06-18,Tablet,31.5,Facebook
131,2024-05-10,Web,54.4,Mobile OTP
131,2025-06-25,Mobile,92.3,Facebook
131,2024-09-27,Web,87.7,Mobile OTP
131,2025-02-25,Mobile,52.1,Facebook
131,2024-01-01,Mobile,81.0,Google
131,2025-04-22,Gaming Console,85.9,Mobile OTP
131,2025-04-25,Tablet,91.1,Facebook
131,2023-08-14,Smart TV,63.6,Facebook
132,2024-04-05,Web,34.9,Mobile OTP
132,2024-04-12,Mobile,46.5,Mobile OTP
132,2024-02-20,Smart TV,88.4,Facebook
132,2024-01-14,Tablet,36.6,Email
132,2024-05-26,Smart TV,25.7,Google
132,2025-03-26,Mobile,25.5,Mobile OTP
132,2025-01-21,Gaming Console,95.3,Google
132,2024-09-24,Web,60.6,Email
132,2024-07-12,Gaming Console,52.8,Email
132,2024-04-28,Mobile,84.9,Facebook
132,2024-04-24,Web,86.9,Apple
132,2023-10-13,Web,46.6,Mobile OTP
132,2024-08-29,Gaming Console,75.5,Email
132,2025-01-01,Web,81.7,Apple
132,2025-05-13,Tablet,72.4,Mobile OTP
132,2025-05-03,Mobile,32.1,Mobile OTP
132,2024-08-11,Web,90.1,Email
132,2023-09-08,Tablet,63.1,Email
132,2024-01-22,Tablet,42.6,Apple
133,2024-07-22,Gaming Console,94.5,Apple
133,2024-03-04,Gaming Console,51.3,Apple
133,2024-04-22,Smart TV,63.7,Email
133,2024-04-02,Mobile,62.6,Facebook
133,2024-06-15,Tablet,67.2,Mobile OTP
133,2024-09-14,Mobile,24.9,Apple
133,2023-07-24,Mobile,49.0,Mobile OTP
133,2024-01-14,Smart TV,77.9,Apple
133,2023-10-10,Tablet,36.0,Mobile OTP
133,2024-09-13,Mobile,36.3,Facebook
133,2024-11-15,Gaming Console,20.8,Email
133,2023-07-25,Tablet,55.0,Email
133,2025-04-07,Web,90.6,Facebook
133,2024-02-24,Gaming Console,24.2,Google
133,2023-12-17,Tablet,35.3,Google
133,2024-12-23,Mobile,44.8,Google
133,2025-04-30,Mobile,78.5,Email
133,2025-04-12,Tablet,71.3,Google
134,2023-07-11,Tablet,87.9,Email
134,2025-02-13,Web,53.8,Email
134,2024-02-03,Web,44.2,Facebook
134,2024-01-17,Gaming Console,46.0,Email
134,2024-06-20,Web,77.0,Google
134,2024-11-16,Tablet,85.3,Google
134,2023-09-06,Web,34.5,Facebook
134,2025-03-23,Mobile,49.7,Facebook
134,2023-10-03,Gaming Console,92.2,Facebook
134,2025-06-08,Mobile,84.5,Email
134,2024-05-15,Web,98.8,Email
134,2025-02-19,Gaming Console,80.3,Mobile OTP
134,2024-01-09,Tablet,51.5,Google
134,2024-04-26,Tablet,67.3,Facebook
134,2024-10-10,Web,72.9,Mobile OTP
134,2023-11-11,Mobile,26.3,Apple
134,2023-11-28,Web,63.6,Mobile OTP
134,2025-02-18,Gaming Console,76.7,Facebook
134,2024-12-19,Tablet,33.4,Google
134,2025-01-02,Smart TV,82.5,Apple
135,2025-03-21,Web,41.5,Apple
135,2025-02-16,Web,70.3,Email
135,2024-07-07,Web,58.5,Email
