session_id,viewer_id,session_start,session_end,session_duration,is_successful
2808,203,2024-11-01 07:18:00,2024-11-01 07:56:00,38,True
2809,204,2024-12-02 09:49:13,2024-12-02 10:24:13,35,True
2810,204,2024-03-21 18:06:38,2024-03-21 18:40:38,34,True
2811,204,2024-03-11 04:58:59,2024-03-11 05:56:59,58,True
2812,204,2025-03-22 13:48:40,2025-03-22 14:08:40,20,True
2813,204,2024-06-27 18:13:30,2024-06-27 18:38:30,25,True
2814,204,2023-07-08 21:55:27,2023-07-08 22:52:27,57,True
2815,204,2024-10-15 22:30:50,2024-10-15 23:00:50,30,True
2816,204,2024-10-28 22:32:13,2024-10-28 22:47:13,15,False
2817,204,2024-01-28 07:13:15,2024-01-28 07:22:15,9,True
2818,204,2025-01-31 08:53:13,2025-01-31 09:20:13,27,True
2819,204,2023-10-04 17:36:56,2023-10-04 18:15:56,39,True
2820,204,2025-03-29 07:13:50,2025-03-29 07:52:50,39,True
2821,204,2025-06-01 08:12:56,2025-06-01 08:22:56,10,True
2822,204,2023-10-24 16:30:12,2023-10-24 16:55:12,25,True
2823,204,2025-02-19 05:51:56,2025-02-19 06:08:56,17,True
2824,204,2024-04-08 13:17:43,2024-04-08 13:38:43,21,True
2825,205,2023-07-25 22:46:34,2023-07-25 23:53:34,67,True
2826,205,2025-06-22 17:59:03,2025-06-22 18:44:03,45,True
2827,205,2024-09-10 05:48:02,2024-09-10 07:02:02,74,True
2828,205,2025-01-05 19:33:39,2025-01-05 20:35:39,62,True
2829,205,2024-08-04 00:03:54,2024-08-04 01:08:54,65,True
2830,205,2025-03-07 19:24:01,2025-03-07 20:29:01,65,True
2831,205,2024-01-03 18:32:11,2024-01-03 19:39:11,67,True
2832,205,2024-10-26 22:21:44,2024-10-26 23:11:44,50,True
2833,205,2023-07-12 16:57:32,2023-07-12 17:37:32,40,True
2834,205,2025-02-02 03:44:31,2025-02-02 04:31:31,47,True
2835,205,2024-11-07 12:23:07,2024-11-07 13:31:07,68,True
2836,205,2024-03-14 13:47:30,2024-03-14 14:15:30,28,True
2837,205,2024-05-12 07:44:07,2024-05-12 08:09:07,25,True
2838,205,2024-11-13 06:03:55,2024-11-13 07:01:55,58,True
2839,206,2023-12-24 18:48:52,2023-12-24 19:16:52,28,True
2840,206,2025-03-09 20:17:15,2025-03-09 20:38:15,21,True
2841,206,2025-04-26 02:20:06,2025-04-26 03:12:06,52,True
2842,206,2024-03-20 13:01:15,2024-03-20 13:12:15,11,True
2843,206,2024-12-25 23:12:29,2024-12-26 00:10:29,58,True
2844,206,2025-03-30 03:05:32,2025-03-30 04:02:32,57,True
2845,206,2023-10-09 21:48:39,2023-10-09 22:37:39,49,True
2846,206,2024-02-18 06:16:03,2024-02-18 07:08:03,52,True
2847,206,2024-12-16 15:22:01,2024-12-16 16:08:01,46,False
2848,206,2025-03-01 19:52:50,2025-03-01 20:46:50,54,True
2849,206,2025-04-11 16:14:08,2025-04-11 17:08:08,54,True
2850,206,2025-02-18 16:01:54,2025-02-18 17:11:54,70,True
2851,207,2024-04-06 20:50:04,2024-04-06 21:45:04,55,False
2852,207,2023-07-01 09:01:21,2023-07-01 09:45:21,44,True
2853,207,2025-05-05 20:25:58,2025-05-05 20:50:58,25,True
2854,207,2023-12-04 02:16:59,2023-12-04 02:43:59,27,True
2855,207,2024-03-20 00:46:34,2024-03-20 01:10:34,24,True
2856,207,2025-06-12 10:58:53,2025-06-12 11:51:53,53,True
2857,207,2025-05-25 18:07:24,2025-05-25 18:35:24,28,True
2858,207,2024-10-14 01:44:11,2024-10-14 02:07:11,23,True
2859,207,2025-01-08 07:36:47,2025-01-08 08:15:47,39,True
2860,207,2025-04-10 07:36:28,2025-04-10 08:09:28,33,True
2861,207,2023-10-20 12:04:25,2023-10-20 12:43:25,39,True
2862,207,2025-03-08 23:46:42,2025-03-09 00:49:42,63,True
2863,207,2024-11-22 13:06:51,2024-11-22 13:54:51,48,True
2864,207,2024-11-16 17:14:43,2024-11-16 17:49:43,35,True
2865,207,2024-09-23 01:16:04,2024-09-23 01:29:04,13,True
2866,207,2025-03-21 12:45:28,2025-03-21 13:12:28,27,True
2867,208,2024-08-23 06:55:10,2024-08-23 07:30:10,35,True
2868,208,2024-01-24 22:32:38,2024-01-24 23:02:38,30,False
2869,208,2025-03-13 22:01:31,2025-03-13 22:28:31,27,True
2870,208,2024-06-29 20:51:17,2024-06-29 21:14:17,23,True
2871,208,2023-12-06 03:27:34,2023-12-06 03:46:34,19,True
2872,208,2023-07-05 14:49:46,2023-07-05 15:13:46,24,True
2873,208,2025-04-24 23:45:29,2025-04-25 00:10:29,25,True
2874,208,2024-12-18 16:17:08,2024-12-18 17:08:08,51,True
2875,208,2024-09-08 22:37:59,2024-09-08 23:02:59,25,True
2876,208,2025-02-08 11:15:32,2025-02-08 11:20:32,5,True
2877,208,2025-02-11 19:09:55,2025-02-11 19:48:55,39,True
2878,208,2024-02-14 06:31:25,2024-02-14 07:15:25,44,True
2879,208,2023-12-12 03:57:48,2023-12-12 04:46:48,49,True
2880,208,2023-10-13 19:07:23,2023-10-13 19:44:23,37,False
2881,208,2024-03-23 04:33:08,2024-03-23 04:50:08,17,True
2882,209,2023-08-19 05:07:03,2023-08-19 05:19:03,12,True
2883,209,2024-06-10 01:26:03,2024-06-10 01:39:03,13,True
2884,209,2024-03-20 13:55:12,2024-03-20 14:06:12,11,True
2885,209,2025-02-07 01:07:42,2025-02-07 01:37:42,30,True
2886,209,2024-08-02 22:52:50,2024-08-02 23:05:50,13,True
2887,209,2024-04-06 16:16:07,2024-04-06 16:30:07,14,True
2888,209,2024-01-26 13:52:17,2024-01-26 14:13:17,21,True
2889,209,2024-11-29 22:09:45,2024-11-29 22:35:45,26,True
2890,209,2023-12-24 04:05:30,2023-12-24 04:44:30,39,True
2891,209,2024-10-27 22:17:22,2024-10-27 22:23:22,6,True
2892,209,2025-05-11 16:14:16,2025-05-11 16:19:16,5,True
2893,209,2025-03-19 04:38:37,2025-03-19 04:56:37,18,True
2894,209,2023-12-15 02:46:48,2023-12-15 02:51:48,5,True
2895,209,2024-08-02 21:08:48,2024-08-02 21:40:48,32,True
2896,210,2023-09-04 10:23:23,2023-09-04 10:44:23,21,True
2897,210,2024-02-21 04:21:03,2024-02-21 05:05:03,44,True
2898,210,2025-02-16 06:46:22,2025-02-16 07:27:22,41,True
2899,210,2025-04-01 07:33:24,2025-04-01 08:39:24,66,True
2900,210,2024-01-15 20:46:58,2024-01-15 21:33:58,47,True
2901,210,2024-06-26 10:06:02,2024-06-26 11:03:02,57,True
2902,210,2024-01-03 18:27:01,2024-01-03 19:14:01,47,True
2903,210,2025-06-22 23:26:05,2025-06-23 00:48:05,82,True
2904,210,2024-06-20 12:21:33,2024-06-20 13:03:33,42,True
2905,210,2025-02-16 08:07:55,2025-02-16 08:47:55,40,True
2906,210,2024-08-28 15:15:32,2024-08-28 15:58:32,43,True
2907,210,2024-05-03 05:33:59,2024-05-03 06:30:59,57,True
2908,210,2025-05-28 19:08:34,2025-05-28 20:20:34,72,True
2909,210,2024-02-16 22:46:03,2024-02-16 23:43:03,57,False
2910,210,2023-12-25 10:08:18,2023-12-25 11:09:18,61,True
2911,211,2024-02-29 07:05:53,2024-02-29 07:48:53,43,True
2912,211,2024-12-22 23:11:31,2024-12-22 23:50:31,39,True
2913,211,2025-04-26 02:23:41,2025-04-26 03:04:41,41,True
2914,211,2023-09-17 08:36:16,2023-09-17 09:07:16,31,True
2915,211,2024-07-31 00:02:18,2024-07-31 00:59:18,57,True
2916,211,2023-08-22 22:23:02,2023-08-22 23:07:02,44,True
2917,211,2024-05-21 04:01:56,2024-05-21 04:45:56,44,True
2918,211,2024-06-22 01:05:36,2024-06-22 01:46:36,41,True
2919,211,2025-02-06 18:46:08,2025-02-06 19:20:08,34,False
2920,211,2023-10-04 00:39:43,2023-10-04 00:56:43,17,True
2921,211,2024-09-02 19:09:48,2024-09-02 19:57:48,48,True
2922,212,2025-01-07 00:38:12,2025-01-07 01:34:12,56,True
2923,212,2024-06-25 18:00:00,2024-06-25 19:01:00,61,True
2924,212,2023-09-08 01:52:18,2023-09-08 02:57:18,65,True
2925,212,2024-03-18 19:00:21,2024-03-18 19:52:21,52,True
2926,212,2023-10-19 04:55:59,2023-10-19 05:58:59,63,True
2927,212,2025-03-13 01:01:51,2025-03-13 01:51:51,50,False
2928,212,2024-10-07 06:56:24,2024-10-07 08:01:24,65,True
2929,212,2025-01-05 02:11:05,2025-01-05 03:19:05,68,True
2930,212,2025-02-10 08:59:31,2025-02-10 10:07:31,68,True
2931,212,2024-05-30 12:46:50,2024-05-30 13:42:50,56,True
2932,213,2023-12-11 00:46:56,2023-12-11 00:56:56,10,True
2933,213,2024-04-03 04:25:36,2024-04-03 04:45:36,20,False
2934,213,2023-10-18 06:54:36,2023-10-18 06:59:36,5,True
2935,213,2025-01-22 20:54:49,2025-01-22 21:25:49,31,True
2936,213,2024-05-11 00:11:47,2024-05-11 00:32:47,21,True
2937,213,2024-12-18 08:29:38,2024-12-18 09:11:38,42,False
2938,213,2025-06-20 21:28:22,2025-06-20 21:58:22,30,True
2939,213,2025-01-11 20:47:00,2025-01-11 21:16:00,29,True
2940,213,2024-05-02 00:54:22,2024-05-02 01:35:22,41,True
2941,213,2024-05-31 01:20:12,2024-05-31 01:48:12,28,True
2942,213,2023-10-09 09:41:39,2023-10-09 10:18:39,37,True
2943,213,2024-03-15 17:46:02,2024-03-15 18:02:02,16,True
2944,213,2024-05-15 16:35:44,2024-05-15 17:25:44,50,True
2945,213,2023-07-18 02:34:33,2023-07-18 03:04:33,30,True
2946,213,2023-11-23 20:38:30,2023-11-23 20:45:30,7,False
2947,213,2025-02-21 04:40:01,2025-02-21 05:08:01,28,True
2948,214,2024-05-31 23:35:21,2024-06-01 00:32:21,57,True
2949,214,2024-03-18 08:01:02,2024-03-18 09:04:02,63,True
2950,214,2025-02-05 13:28:23,2025-02-05 14:18:23,50,True
2951,214,2024-12-30 10:41:31,2024-12-30 11:49:31,68,True
2952,214,2024-06-13 06:48:13,2024-06-13 07:38:13,50,True
2953,214,2025-06-23 21:55:29,2025-06-23 22:42:29,47,True
2954,214,2024-12-28 22:34:23,2024-12-28 23:33:23,59,True
2955,214,2024-06-13 15:02:43,2024-06-13 16:04:43,62,True
2956,214,2024-12-07 01:00:23,2024-12-07 02:08:23,68,True
2957,214,2023-12-03 07:28:45,2023-12-03 08:44:45,76,True
2958,214,2024-06-17 15:50:46,2024-06-17 17:02:46,72,True
2959,214,2024-02-07 08:01:24,2024-02-07 09:08:24,67,True
2960,214,2023-12-11 21:36:45,2023-12-11 22:45:45,69,True
2961,214,2023-07-09 19:13:47,2023-07-09 20:25:47,72,True
2962,214,2023-11-10 19:29:50,2023-11-10 20:34:50,65,True
2963,215,2024-05-16 05:52:35,2024-05-16 06:40:35,48,True
2964,215,2025-02-17 02:58:45,2025-02-17 04:02:45,64,True
2965,215,2025-03-03 03:33:40,2025-03-03 04:32:40,59,True
2966,215,2024-06-29 18:29:57,2024-06-29 19:19:57,50,True
2967,215,2024-02-20 01:27:27,2024-02-20 02:32:27,65,True
2968,215,2024-05-28 10:58:22,2024-05-28 11:40:22,42,True
2969,215,2023-11-07 10:04:19,2023-11-07 11:17:19,73,True
2970,215,2023-08-03 12:55:51,2023-08-03 13:38:51,43,True
2971,215,2024-08-12 03:18:14,2024-08-12 03:52:14,34,True
2972,215,2024-02-25 21:56:25,2024-02-25 22:29:25,33,True
2973,216,2025-01-11 01:04:37,2025-01-11 01:31:37,27,True
2974,216,2024-04-11 06:35:08,2024-04-11 07:06:08,31,True
2975,216,2024-07-17 21:40:28,2024-07-17 22:03:28,23,True
2976,216,2025-06-13 22:44:48,2025-06-13 23:24:48,40,True
2977,216,2025-04-10 20:08:29,2025-04-10 20:55:29,47,True
2978,216,2023-11-10 23:25:33,2023-11-11 00:02:33,37,True
2979,216,2024-07-09 05:20:57,2024-07-09 05:55:57,35,True
2980,216,2024-02-02 11:38:42,2024-02-02 12:24:42,46,True
2981,216,2023-07-31 12:44:55,2023-07-31 13:20:55,36,True
2982,216,2024-04-27 11:38:56,2024-04-27 12:26:56,48,True
2983,216,2023-12-28 06:19:55,2023-12-28 07:19:55,60,True
2984,216,2023-07-05 15:59:55,2023-07-05 16:53:55,54,True
2985,216,2024-10-16 22:32:46,2024-10-16 23:29:46,57,True
2986,216,2024-03-29 17:23:20,2024-03-29 18:23:20,60,True
2987,217,2023-11-26 06:29:59,2023-11-26 07:00:59,31,True
2988,217,2024-06-11 11:51:34,2024-06-11 12:37:34,46,True
2989,217,2023-08-16 12:46:07,2023-08-16 13:48:07,62,True
2990,217,2025-02-26 23:36:01,2025-02-27 00:24:01,48,True
2991,217,2023-11-26 00:24:46,2023-11-26 01:08:46,44,True
2992,217,2024-03-01 05:50:29,2024-03-01 06:50:29,60,True
2993,217,2024-12-09 22:35:23,2024-12-09 22:41:23,6,True
2994,217,2025-06-03 10:49:04,2025-06-03 11:35:04,46,True
2995,217,2024-04-15 23:49:49,2024-04-16 00:49:49,60,True
2996,217,2024-04-28 04:17:42,2024-04-28 05:05:42,48,False
2997,217,2023-10-07 05:23:35,2023-10-07 06:37:35,74,True
2998,217,2024-09-11 04:11:33,2024-09-11 04:56:33,45,True
2999,218,2023-12-04 07:35:11,2023-12-04 08:19:11,44,True
3000,218,2024-07-18 14:05:35,2024-07-18 14:39:35,34,True
3001,218,2024-12-06 14:03:27,2024-12-06 14:47:27,44,True
3002,218,2025-02-27 18:11:49,2025-02-27 19:39:49,88,True
3003,218,2024-09-13 19:59:48,2024-09-13 20:44:48,45,True
3004,218,2024-04-20 01:08:04,2024-04-20 01:54:04,46,False
3005,218,2024-10-30 21:44:10,2024-10-30 22:32:10,48,True
3006,218,2023-07-20 05:17:45,2023-07-20 06:05:45,48,True
3007,218,2024-01-06 10:47:00,2024-01-06 11:26:00,39,True
3008,218,2025-04-29 02:46:22,2025-04-29 03:39:22,53,True
3009,218,2024-07-14 10:11:37,2024-07-14 11:18:37,67,True
3010,218,2024-04-10 12:18:06,2024-04-10 13:13:06,55,True
3011,219,2024-11-05 11:00:09,2024-11-05 12:09:09,69,True
3012,219,2023-11-03 23:37:17,2023-11-04 00:35:17,58,True
3013,219,2024-11-16 01:10:44,2024-11-16 02:01:44,51,True
3014,219,2025-01-18 01:16:45,2025-01-18 02:23:45,67,True
3015,219,2025-01-16 01:02:40,2025-01-16 02:28:40,86,True
3016,219,2024-01-03 20:45:24,2024-01-03 21:33:24,48,True
3017,219,2024-03-07 12:32:21,2024-03-07 13:10:21,38,True
3018,219,2023-07-16 16:57:56,2023-07-16 18:07:56,70,True
3019,219,2024-07-15 12:40:46,2024-07-15 14:10:46,90,False
3020,219,2025-02-26 13:14:23,2025-02-26 14:07:23,53,True
3021,219,2025-01-12 02:03:36,2025-01-12 02:54:36,51,True
3022,219,2024-06-08 14:16:10,2024-06-08 15:09:10,53,True
3023,220,2024-08-23 03:49:11,2024-08-23 04:41:11,52,True
3024,220,2024-12-21 07:38:08,2024-12-21 08:12:08,34,True
3025,220,2025-05-27 05:13:12,2025-05-27 05:55:12,42,True
3026,220,2024-02-22 07:00:12,2024-02-22 07:46:12,46,True
3027,220,2025-03-12 19:17:21,2025-03-12 19:54:21,37,True
3028,220,2024-05-06 13:49:33,2024-05-06 14:43:33,54,True
3029,220,2024-01-02 03:48:20,2024-01-02 04:32:20,44,True
3030,220,2023-07-04 14:33:36,2023-07-04 15:36:36,63,True
3031,220,2023-11-15 07:08:05,2023-11-15 07:56:05,48,True
3032,220,2024-10-19 12:31:10,2024-10-19 12:37:10,6,False
3033,220,2024-02-18 03:01:25,2024-02-18 03:30:25,29,True
3034,221,2024-05-22 00:55:30,2024-05-22 01:00:30,5,True
3035,221,2024-12-17 07:56:35,2024-12-17 08:14:35,18,True
3036,221,2024-06-27 12:47:46,2024-06-27 12:59:46,12,True
3037,221,2025-04-02 07:36:00,2025-04-02 07:54:00,18,True
3038,221,2024-06-27 06:07:52,2024-06-27 06:46:52,39,True
3039,221,2024-03-01 18:52:41,2024-03-01 19:05:41,13,True
3040,221,2023-12-31 04:47:52,2023-12-31 05:19:52,32,True
3041,221,2024-05-11 21:16:41,2024-05-11 21:25:41,9,True
3042,221,2023-08-23 09:09:20,2023-08-23 09:30:20,21,True
3043,221,2024-11-23 17:59:46,2024-11-23 18:27:46,28,True
3044,221,2023-07-18 07:55:08,2023-07-18 08:04:08,9,True
3045,221,2025-02-24 07:24:45,2025-02-24 07:29:45,5,True
3046,221,2024-07-17 02:14:22,2024-07-17 02:45:22,31,False
3047,222,2023-10-13 15:39:37,2023-10-13 16:01:37,22,True
3048,222,2023-11-07 07:36:49,2023-11-07 08:05:49,29,True
3049,222,2023-11-28 14:18:38,2023-11-28 14:34:38,16,False
3050,222,2024-04-17 03:04:57,2024-04-17 04:05:57,61,True
3051,222,2025-02-28 18:42:06,2025-02-28 19:35:06,53,True
3052,222,2024-05-25 20:15:40,2024-05-25 20:20:40,5,True
3053,222,2023-11-25 19:24:47,2023-11-25 19:32:47,8,True
3054,222,2023-08-10 17:11:29,2023-08-10 17:43:29,32,True
3055,222,2023-11-03 18:20:28,2023-11-03 18:29:28,9,True
3056,222,2025-05-17 12:02:54,2025-05-17 12:30:54,28,True
3057,222,2023-10-13 16:45:19,2023-10-13 17:11:19,26,True
3058,222,2023-09-11 14:27:45,2023-09-11 14:52:45,25,True
3059,222,2025-01-04 11:16:27,2025-01-04 11:57:27,41,True
3060,222,2025-02-27 18:33:55,2025-02-27 19:26:55,53,True
3061,223,2025-02-23 13:09:27,2025-02-23 13:55:27,46,True
3062,223,2024-10-15 21:03:30,2024-10-15 22:00:30,57,True
3063,223,2024-06-20 03:48:00,2024-06-20 04:58:00,70,True
3064,223,2024-09-13 08:52:43,2024-09-13 10:18:43,86,True
3065,223,2025-06-04 18:40:14,2025-06-04 19:46:14,66,True
3066,223,2023-09-14 00:40:34,2023-09-14 01:39:34,59,True
3067,223,2023-10-26 05:32:14,2023-10-26 06:21:14,49,True
3068,223,2025-01-17 12:24:22,2025-01-17 13:21:22,57,True
3069,223,2023-10-21 06:54:02,2023-10-21 08:09:02,75,True
3070,223,2025-04-03 04:43:31,2025-04-03 05:37:31,54,False
3071,223,2024-03-25 20:30:23,2024-03-25 21:11:23,41,True
3072,223,2024-01-25 05:24:41,2024-01-25 05:54:41,30,True
3073,224,2025-02-28 16:11:01,2025-02-28 17:11:01,60,True
3074,224,2024-04-18 09:00:39,2024-04-18 10:01:39,61,True
3075,224,2024-08-05 10:39:12,2024-08-05 11:17:12,38,True
3076,224,2023-07-21 19:22:52,2023-07-21 19:56:52,34,True
3077,224,2023-11-03 12:20:25,2023-11-03 13:01:25,41,True
3078,224,2023-09-11 19:20:05,2023-09-11 20:14:05,54,True
3079,224,2024-05-03 11:36:50,2024-05-03 12:37:50,61,True
3080,224,2024-08-23 19:08:54,2024-08-23 19:57:54,49,True
3081,224,2023-11-26 14:29:33,2023-11-26 15:52:33,83,True
3082,224,2025-03-14 19:02:09,2025-03-14 20:12:09,70,True
3083,224,2023-11-06 00:49:11,2023-11-06 01:50:11,61,True
3084,224,2023-07-19 18:23:55,2023-07-19 19:11:55,48,True
3085,224,2023-11-06 18:33:20,2023-11-06 19:29:20,56,True
3086,224,2024-04-24 23:51:09,2024-04-25 01:02:09,71,True
3087,225,2025-05-30 04:53:21,2025-05-30 05:50:21,57,True
3088,225,2024-08-16 12:46:51,2024-08-16 13:43:51,57,True
3089,225,2024-08-02 14:52:41,2024-08-02 15:31:41,39,True
3090,225,2023-09-06 00:39:37,2023-09-06 01:15:37,36,True
3091,225,2025-06-12 12:15:53,2025-06-12 12:37:53,22,True
3092,225,2024-01-08 13:32:03,2024-01-08 14:23:03,51,True
3093,225,2024-11-04 20:42:39,2024-11-04 21:03:39,21,True
3094,225,2024-01-10 09:18:09,2024-01-10 10:01:09,43,True
3095,225,2025-02-22 14:14:35,2025-02-22 14:51:35,37,True
3096,225,2023-08-11 09:12:38,2023-08-11 09:59:38,47,False
3097,225,2024-07-31 06:19:25,2024-07-31 07:20:25,61,True
3098,225,2025-03-23 11:11:56,2025-03-23 12:15:56,64,True
3099,225,2024-05-22 06:58:31,2024-05-22 07:52:31,54,True
3100,225,2025-04-03 13:26:31,2025-04-03 13:58:31,32,True
3101,225,2025-01-02 22:23:47,2025-01-02 23:06:47,43,True
3102,225,2025-05-01 08:34:13,2025-05-01 09:04:13,30,True
3103,225,2025-02-06 01:59:55,2025-02-06 02:33:55,34,True
3104,226,2023-08-25 20:56:56,2023-08-25 21:27:56,31,True
3105,226,2025-05-03 00:11:14,2025-05-03 00:42:14,31,True
3106,226,2024-05-18 16:34:02,2024-05-18 16:48:02,14,True
3107,226,2025-01-16 20:31:57,2025-01-16 20:57:57,26,True
3108,226,2025-04-06 22:41:10,2025-04-06 23:11:10,30,True
3109,226,2024-11-09 17:09:58,2024-11-09 17:24:58,15,True
3110,226,2025-05-15 19:11:19,2025-05-15 19:16:19,5,True
3111,226,2024-01-26 20:56:53,2024-01-26 21:56:53,60,True
3112,226,2023-11-19 23:54:19,2023-11-20 00:10:19,16,True
3113,226,2023-11-10 02:37:07,2023-11-10 03:10:07,33,True
3114,226,2025-02-27 04:47:16,2025-02-27 05:40:16,53,True
3115,226,2023-11-09 05:24:30,2023-11-09 05:59:30,35,True
3116,226,2025-04-27 20:55:50,2025-04-27 21:14:50,19,True
3117,226,2024-03-29 08:24:57,2024-03-29 08:46:57,22,True
3118,226,2023-12-08 16:34:35,2023-12-08 16:45:35,11,True
3119,226,2023-09-18 19:03:38,2023-09-18 19:40:38,37,False
3120,226,2025-02-07 15:06:14,2025-02-07 15:38:14,32,True
3121,227,2023-10-22 23:08:11,2023-10-23 00:00:11,52,True
3122,227,2024-01-17 16:36:28,2024-01-17 16:59:28,23,True
3123,227,2024-05-17 04:40:51,2024-05-17 05:37:51,57,True
3124,227,2025-06-12 05:04:11,2025-06-12 05:39:11,35,True
3125,227,2025-04-27 04:26:29,2025-04-27 05:22:29,56,True
3126,227,2023-07-02 01:06:31,2023-07-02 01:48:31,42,True
3127,227,2023-12-07 12:48:01,2023-12-07 13:31:01,43,True
3128,227,2024-08-12 06:47:43,2024-08-12 07:53:43,66,True
3129,227,2024-12-20 18:07:22,2024-12-20 18:34:22,27,True
3130,227,2024-12-31 13:34:28,2024-12-31 14:17:28,43,True
3131,227,2024-02-20 15:06:38,2024-02-20 15:48:38,42,True
3132,227,2023-08-11 14:44:33,2023-08-11 15:55:33,71,True
3133,227,2025-04-01 16:31:55,2025-04-01 17:16:55,45,True
3134,227,2024-09-19 23:16:30,2024-09-19 23:52:30,36,True
3135,227,2024-09-17 18:05:00,2024-09-17 18:59:00,54,True
3136,227,2025-06-17 20:59:14,2025-06-17 21:36:14,37,True
3137,227,2024-02-20 14:17:49,2024-02-20 14:56:49,39,True
3138,227,2024-11-19 16:07:10,2024-11-19 17:08:10,61,True
3139,228,2023-12-05 02:47:45,2023-12-05 03:18:45,31,True
3140,228,2024-09-11 21:11:04,2024-09-11 21:43:04,32,True
3141,228,2023-09-29 02:02:47,2023-09-29 02:44:47,42,True
3142,228,2024-11-21 00:15:50,2024-11-21 00:35:50,20,True
3143,228,2025-06-21 06:47:09,2025-06-21 07:02:09,15,True
3144,228,2024-06-22 11:12:32,2024-06-22 11:24:32,12,True
3145,228,2024-07-27 06:47:37,2024-07-27 06:52:37,5,True
3146,228,2023-08-30 17:02:06,2023-08-30 17:21:06,19,True
3147,228,2025-04-11 19:00:55,2025-04-11 20:07:55,67,True
3148,228,2023-09-22 06:10:06,2023-09-22 06:55:06,45,True
3149,228,2024-04-06 07:11:11,2024-04-06 07:22:11,11,True
3150,228,2024-03-08 09:43:36,2024-03-08 10:01:36,18,True
3151,228,2023-08-02 00:56:49,2023-08-02 01:14:49,18,True
3152,228,2025-06-09 07:51:37,2025-06-09 08:37:37,46,True
3153,228,2024-08-12 13:38:36,2024-08-12 14:37:36,59,True
3154,228,2024-05-06 16:52:14,2024-05-06 17:19:14,27,True
3155,228,2023-09-27 18:48:24,2023-09-27 19:17:24,29,True
3156,229,2024-05-07 14:04:06,2024-05-07 14:46:06,42,False
3157,229,2024-04-29 19:04:51,2024-04-29 19:53:51,49,True
3158,229,2024-04-11 18:57:22,2024-04-11 19:09:22,12,True
3159,229,2024-02-25 00:50:54,2024-02-25 01:33:54,43,True
3160,229,2023-10-31 12:52:57,2023-10-31 13:52:57,60,True
3161,229,2025-03-19 13:35:59,2025-03-19 14:38:59,63,True
3162,229,2024-08-05 01:59:22,2024-08-05 02:29:22,30,True
3163,229,2024-02-05 00:23:31,2024-02-05 00:52:31,29,True
3164,229,2025-06-11 00:00:45,2025-06-11 00:33:45,33,True
3165,229,2024-08-30 18:10:32,2024-08-30 18:58:32,48,False
3166,229,2024-01-07 13:35:04,2024-01-07 14:08:04,33,True
3167,229,2024-12-26 05:21:27,2024-12-26 05:51:27,30,True
3168,229,2024-08-29 11:52:54,2024-08-29 12:43:54,51,True
3169,229,2023-07-15 05:49:30,2023-07-15 06:24:30,35,True
3170,229,2024-12-07 03:12:47,2024-12-07 03:44:47,32,True
3171,230,2024-07-01 12:45:41,2024-07-01 13:31:41,46,True
3172,230,2024-07-31 02:11:35,2024-07-31 02:54:35,43,True
3173,230,2024-02-03 06:50:46,2024-02-03 07:42:46,52,True
3174,230,2023-06-30 04:34:33,2023-06-30 05:15:33,41,True
3175,230,2024-12-25 16:28:26,2024-12-25 17:07:26,39,True
3176,230,2025-06-23 01:03:05,2025-06-23 02:03:05,60,True
3177,230,2024-12-29 14:19:54,2024-12-29 15:16:54,57,True
3178,230,2025-03-07 11:53:22,2025-03-07 12:52:22,59,True
3179,230,2023-07-14 00:07:03,2023-07-14 00:55:03,48,True
3180,230,2023-07-30 17:29:31,2023-07-30 18:11:31,42,True
3181,230,2023-07-05 15:00:59,2023-07-05 15:49:59,49,True
3182,231,2024-12-01 08:24:23,2024-12-01 08:55:23,31,True
3183,231,2023-09-11 14:22:48,2023-09-11 14:47:48,25,True
3184,231,2025-05-29 06:57:53,2025-05-29 07:18:53,21,True
3185,231,2025-03-06 00:02:07,2025-03-06 00:07:07,5,True
3186,231,2024-09-04 19:18:51,2024-09-04 19:50:51,32,True
3187,231,2023-10-27 08:13:30,2023-10-27 08:22:30,9,True
3188,231,2025-01-11 19:49:31,2025-01-11 20:22:31,33,True
3189,231,2025-04-18 14:14:44,2025-04-18 14:56:44,42,True
3190,231,2025-01-15 11:10:20,2025-01-15 11:15:20,5,True
3191,231,2025-05-18 02:08:07,2025-05-18 02:40:07,32,False
3192,231,2025-04-02 12:31:24,2025-04-02 12:36:24,5,True
3193,231,2023-12-19 03:37:30,2023-12-19 04:00:30,23,True
3194,231,2023-07-21 22:45:21,2023-07-21 23:07:21,22,True
3195,231,2024-01-03 09:10:58,2024-01-03 09:45:58,35,True
3196,231,2024-08-19 07:06:35,2024-08-19 07:39:35,33,True
3197,231,2023-07-23 10:10:33,2023-07-23 10:37:33,27,True
3198,231,2023-12-09 15:15:31,2023-12-09 15:20:31,5,True
3199,231,2025-04-14 16:10:11,2025-04-14 16:15:11,5,True
3200,232,2024-03-08 17:20:22,2024-03-08 18:08:22,48,True
3201,232,2023-11-15 17:14:27,2023-11-15 18:20:27,66,True
3202,232,2023-11-25 20:15:12,2023-11-25 21:10:12,55,True
3203,232,2023-07-02 22:41:34,2023-07-02 23:43:34,62,True
3204,232,2023-10-28 16:59:14,2023-10-28 17:39:14,40,False
3205,232,2024-03-15 07:33:40,2024-03-15 08:34:40,61,True
3206,232,2023-07-27 21:51:29,2023-07-27 22:13:29,22,True
